Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id
Only guys with little tiny penises don't wear masks! #MasksOffAll,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
"I reckon 1/3 of people have a mask on and are wearing it correctly on this train, 1/3 are wearing it under their chin and the last third havenât even bothered to bring one with them. Whyâs it so fucking hard?",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Masks look to be part of our lives for some time to come, so it's more economical (and eco-friendly) to buy one or two cloth masks that you can wash and wear yourself. They're widely available (look online) and come in a huge range of patterns and colours.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
@JohnFugelsang He's so spot on. I'm so deeply sorry for the family.  My heartfelt condolences. No one is wearing a mask here in my.. Gas station attendant and the guy behind the counter.  15 others no mask.,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@ActivistMel Also sorry that just hit my funny bone I know you dont have an accent either. :grin:.  Also everyone #WearAMask,face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"If you didn't wear a mask before, now is a perfect time to put one on! I promise, I won't judge. :mask: #WearAMask",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
"@sniffbogs @WJIMAM Wear a mask to protect others....
Meanwhile @GovWhitmer is fine will killing more seniors.",face masks,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Mad the way they want you to wear masks in shops and everywhere else its sound not to. If thats the case no one should be allowed to touch stuff unless there buying it then? :thinking_face::joy:,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Sad to think of the number of once in a lifetime events that have been lost forever.
#COVID19  has a survival rate of 99.88% 

People are more likely to die in a car accident than from #COVID19 yet we are allowing a handful of ""experts"" to CONTROL OUR lives
#StopTesting",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"@SSG_PAIN @Darkness2Light3 @TuckerCarlson @JesseBWatters @DanScavino @realDonaldTrump Letâs have a day where we all say F you To The Masks and we all just stop wearing them. Can We just finally have a day protest on Friday August 14, 2020.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"If masks work, then why are people working from home? ",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
Just been to a Petrol station. About 50-60% not in masks. Police turned up- they all went to subway... tide is turning! #NormalPeople,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29E+18
Canceling my @PlanetFitness membership because they are now forcing you to wear a mask while you work out.  Hard to breathe properly while running 3 miles with a fucking mask!!!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@peggy_carroll I never wear a mask. A male karen tried to bark at me OUTSIDE at a park. I just ignored him and smiled. I just dont try and give them the satisfaction.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@CBSNews Would that include the same people still telling us to wear masks and stay home? #FakeChineseVirusCrisis,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Introduce mandatory face masks in shops and this once hectically busy shopping centre @intuMerryHill looks like a ghost town.  Its ruining the high street &amp; centres @BorisJohnson
@MattHancock",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@TPostMillennial More proof that the mask :mask: is turning people into a like zombies.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Got thrown out of an amusement arcade today for not wearing a mask. Unloaded the family left that sh*t place and went for a nice walk in the countryside instead. Most places you have to wear a mask for are not actually worth going in at all.,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
@Blueshirt6178 @GovPritzker Too late! Had dinner in Chicago last week. No mask even to walk in. Was disgusted getting served by woman with dirty little germ infested face rag on her face that she kept pulling up and down off her mouth and/or nose Ewwww! Get those rags off your face people!,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
If masks are so important why is the public not made aware of the only factor that will protect the wearer from the and infection - the  face mask?,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
@dougducey @RIESTERAgency you're literally holding people hostage and blaming them for something beyond anyone's control. Masks won't make the virus magically disappear. #MasksDontWork #COVIDemic,face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"@John99601526 @EntheosShines @Drrramina Your argument fails to acknowledge that hypoxia involves the body not getting sufficient levels of oxygen. It does not mean that you to to you you to pass out. What it means is your organs are in, and they are from getting the oxygen they need to function at an optimal level. And that includes your mask.",face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28E+18
"@sjquade @HealingWarrior1 @    
Masks have been mandatory since May in Spain, infections are up,local lockdowns enforced. Follow that logic. 
Muslim women wear full face coverings in public.The Muslim community is still suffering the greatest rate of infection in the UK  
Follow that logic",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
"Next time someone tells you to wear a mask, just respond with a ""- no. It's working. Stores are already realizing they can't do this. Politicians may not give up, but we can make mandatory mask orders irrelevant. #NoMasks 

Post your refusal story at",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29E+18
Iâm no longer going to put up w this crap with the masks at PATH MEDICAL. I had a mask on the came to the hospital. And they told me I need one of the �� not not themask onesâ. So weâre dictating which masks you can wear? These people are sick!,face masks,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29E+18
"President Trump, we are behind you! Your role is monumental! However I received an email to for wearing MASKS. Nooo! Itâs proven masks are UNHEALTHY. Iâm a proud HEALTHY American &amp; we deserve the Option! Proud Healthy UNMASKED in WA. #.",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.29E+18
"@TheRightMelissa IQUEST A QUESTION ~ If you had ONLY 3 days LEFT to LIVE YOUR LIFE, would you STILL WEAR a MASK and AVOID your family and friends? Would you CONTINUE to STAND 6ft. apart from everyone? Would you NOT GIVE ANYONE A HUG? ",face masks,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28E+18
