target,cluster
parental right,2
vaccination,0
parental right,2
vaccination,0
land,2
beachfront property,2
beach,2
beachfront home,2
rich people,2
beach front home,2
beach front property,2
noncompete deal,1
intellectual property,2
protection,2
small business,2
farm,2
immigrant labor,9
immigrant labor,9
immigration,9
immigration law,9
immigrant,9
illegal labor,1
immigrant,9
labour,1
harmful atmosphere gay,2
gay,4
christian,4
gay accepting homosexuality sin,2
none,2
acceptance everyone,2
christian,4
affirmative action,2
affirmative action,2
affirmative action race,2
affirmative action,2
constitutional,9
equal right,2
mandatory child,3
immunization,0
vaccine mandate,0
flu vaccination,0
vaccination,0
flu shot,2
flu shot,2
research paper,2
student research,3
research paper,2
academic research,3
useful excercise college student,3
student,3
research paper,2
education requirement,3
veganism,7
veganism,7
b 12,2
everyone,2
food eat,2
proper food preparation,2
b12 vitamin,4
b 12,2
b 12 vitamin,2
opioid training,8
opioids,8
doctor training,2
affirmative action,2
fourteenth amendment constitution,2
affirmative action,2
14th amendment,2
ivy league law school,3
lawyer,1
trade school,3
law school,3
law school,3
law school,3
lawyer,1
ivy league school,3
lawyer,1
law school,3
law school admittance,3
bar exam,2
job match law,2
law school,3
law school,3
bar exam,2
law school,3
company,2
corporation,1
corporation,1
ethical standard,2
refugee,9
al qaeda,2
eu,4
europe,5
europe,5
immigration,9
emigrant population,9
europe,5
online class,3
online course,2
online course,2
technology school,3
continuing education,3
online marking grading,2
college,3
computer,2
prostitution,8
brothel,8
legal brothel,8
legal prostitution,8
consumer,2
security,2
company disclosure,2
breach,2
disclosure,1
shareholder,1
everyone,2
child,3
animal product,2
child,3
veganism,7
science,2
pro animal product,2
child 's diet,2
high school team,3
home schooling,3
homeschooling,3
home schoolers,3
homeschooling,3
home schoolers,3
tax break,1
self centered,2
tax,1
child,3
tax break,1
tax,1
tax break,1
tax break,1
college student vote,3
college student vote,3
student voter,3
vote,9
matter election,9
election,9
college student,3
iran,5
lilac 's propaganda,2
iran,5
international threat,2
threat,2
u.s. leaving iran alone,4
iran relation,4
lilac,2
netanyahu,5
vaccination,0
vaccination,0
parent,3
mandatory child,3
vaccination,0
capital gain,2
job creation,2
capital gain tax,1
selling stock,2
medical website,2
doctor issue,2
medical care,2
mother teresa,4
canonization,9
religion,9
rich politicans,2
corruption,8
choice wealthy,2
voting,9
vote,9
voting australia,4
election,9
voting australia,4
farm,2
illegal alien,2
organic farmer,2
illegal labor,1
organic farmer,2
illegal labor,1
organic farmer upstate new york,2
organic farmer,2
miss america,4
male pageant,2
beauty pageant,2
pageant,2
woman,2
female beauty pageant,2
pageant,2
beachfront home,2
private beach,2
private beach,2
beach walk,2
land,2
ownership,2
beach,2
private beach,2
public beach access,2
felon,8
disenfranchisement,9
racism,9
voting right criminal,2
voting right,2
discrimination immigrant,9
illegal immigration,9
emigration,9
xenophobia,9
republican party,4
debate,2
immigration,9
trump,4
felon,8
racial profiling,2
florida voting right,2
civil right felon,2
civil right,2
beachfront home,2
beach,2
beach private property,2
land,2
beach,2
office layout,2
open office,2
working home,2
open office,2
hypocrisy,2
bad behavior,2
maureen dowd,4
drink,2
maureen dowd,4
editorial,2
debate,2
pot,1
news column,2
maureen dowd 's column,2
ms. dowd,4
america 's fear,2
muslim refugee,4
syrian refugee,4
muslim,4
terrorism,9
stop muslim immigration,9
muslim,4
muslim terrorist,4
u.s,5
israel,5
israel,5
united nation,2
golan height,2
isi,4
israel,5
assad,5
israel,5
israel,5
syria,5
airline industry,2
airline,2
pilot remuneration,1
airline worker,1
employee,1
airline crew 's,2
disposable worker,2
airline,2
private beach,2
private beach,2
beach access,2
public beach,2
beachfront home,2
public beach,2
private beach,2
beach,2
opioid training,8
medication,8
america 's fear,2
immigration,9
religion,9
political correctness,2
immigrant,9
religion,9
america 's,4
religion,9
immigration,9
political correctness,2
immigrant,9
immigration,9
american vegan,4
vegan,7
egoism,2
vegan diet,7
seventh day adventist,2
veganism,7
veganism,7
vegan,7
vegetarian,7
vegan diet location,2
gateway drug,8
marijuana,6
pot,1
marijuana gateway drug,8
marijuana,6
marijuana,6
marijuana legalization,6
marijuana,6
law drug,8
isi,4
middle east,2
assad,5
isi,4
foreign policy,2
assad,5
high speed rail,2
airplane passenger load,2
airplane passenger,2
air congestion,2
high speed rail,2
larger airplane,2
none,2
airplane,2
company,2
government regulation,1
business,2
saint market,2
affirmative action,2
disenfranchised people,2
community,2
income,1
gender race indicator success,2
indicator success,2
disenfranchised people,2
employment,1
big bank,2
bank,1
democracy capitalism,9
control,2
government,1
democracy,9
extreme parenting,2
parent,3
amy chub,4
strict discipline,2
amy chub,4
veganism,7
vegan,7
vegan,7
veganism,7
health issue,2
vegan,7
threat,2
job america,4
immigration,9
immigration,9
job economy,1
miss america,4
sexism beauty pageant,2
feminist,2
sexism,2
woman,2
pageant,2
beauty pageant,2
home schoolers,3
tax exemption,1
subsidize,1
subsidizing family,2
public sector,2
people family getting rewarded,2
tax break,1
taxed,1
public service,2
crime,8
black,2
black family,2
war poverty,9
border,9
custom border town,2
custom,2
enough,2
border,9
prison,8
custom,2
home schoolers,3
homeschooling,3
public school,3
tax break,1
homeschooling,3
parent,3
school tax,1
rich politicans,2
corruption politics,9
lobby,2
illegal labor,1
factory farm,2
employment,1
wage,1
farm,2
retailer,2
farm laborer,1
middleman,1
europe,5
immigration,9
muslim immigrant,9
terrorist act,2
refugee,9
immigration,9
extreme parenting,2
sport,2
micromanaged child,2
royal couple,2
monarch,2
monarchy,9
modern family,2
politics,9
monarchy,9
u.k. royalty,4
candidate 's spouse,2
wife husband,2
illegal immigration,9
illegal alien,2
citizen supporting illegal alien,2
cost american citizen,4
free scholarship,3
citizen debt college,3
immigration,9
immigration,9
illegal immigrant,9
illegal alien,2
debt,1
europe,5
muslim,4
muslim immigration,9
immigration,9
refugee,9
muslim,4
immigration muslim,9
conservative,2
ruth bader ginsburg,4
a.d.h.d diagnosis,2
medication adhd,8
adhd,4
kid,3
adhd,4
adhd,4
medication,8
restaurant,2
tip,1
tip,1
restaurant service,2
workplace,3
tip,1
tip,1
state university 's hospitality program,2
capital gain,2
capital income tax,1
capital gain tax,1
taxing capital gain,1
capital gain tax,1
tax capital income,1
veganism,7
veganism,7
diet,2
veganism,7
vegetarian,7
estrogen,8
vegan,7
casino,1
addiction,8
gamble,1
gamble,1
gamble,1
economist,1
economic science,2
none,2
economics,1
tax break,1
tax break,1
tax break college,1
wealthy college,3
elimination tax break,1
tax break,1
legislation,1
obesity health,2
obesity,8
obesity,8
health,2
attack,2
war,9
weapon,2
weapon war,2
problem,2
illegal immigration,9
legal immigrant,9
illegal immigrant,9
immigration law,9
visa,9
immigration,9
legal immigrant,9
illegal immigrant,9
medical website,2
medical website,2
patient researching diagnosis,2
google medical tool,2
home schoolers,3
public education,3
home school,3
tax break,1
public education tax,1
taxpayer,1
eduction,3
arm,2
taiwan,5
selling firearm internationally,2
defensive arm,2
kid,3
homeschooling,3
homeschool,3
homeschool,3
society,2
vaccination,0
vaccination,0
mandatory vaccination,0
unvaccinated student,3
mandatory child,3
anti vaxers,4
anti vaccination movement,2
mandatory vaccination,0
big bank,2
debt,1
housing market crash,2
homeowner,2
control,2
bank,1
bank bailouts,1
big bank,2
housing market crash,2
economy,1
cherrypicking student,3
public education system,3
supporting public school,3
supporting public school,3
charter school,3
education,3
charter school,3
charter school,3
farm subsidy,1
farm aide,2
farm aid,2
top five crop,2
conglomerate get farm aid,2
lobbyist,1
conglomerate,2
medical website,2
physician,2
drug,8
immigration,9
undocumented immigrant,9
undocumented migrant right,9
problem,2
undocumented migrant,9
immigration,9
undocumented immigrant,9
immigration,9
illegal immigration,9
legalization,6
illegal immigrant,9
problem,2
illegal immigrant legalization,9
illegal immigration,9
walmart,4
balanced nutrition,2
food,2
balanced nutrition,2
healthier,2
food production,2
walmart,4
balanced nutrition,2
land,2
surf break,2
public beach,2
beach access,2
surf,2
exclusion public waterway,2
ocean,2
surf break,2
democracy,9
thailand,4
thailand 's king,2
general,2
ego,2
monarch,2
deference royalty military officer,2
egoless human,2
intestate student,3
tax,1
prop 13,2
tax,1
public university,3
proper,2
prop 13,2
tax,1
new employee,2
nondisclosure agreement,1
free market labor,2
non compete clause,2
noncompete deal,1
free market labor,2
immunization,0
universal healthcare health care,2
universal health care,2
universal healthcare,2
vaccination,0
universal care,2
universal healthcare,2
cherrypicking student,3
private school,3
charter school,3
charter school,3
charter school,3
private school,3
education,3
useful excercise college student,3
incompetent researcher,2
wikipedia,4
google,4
wikipedia,4
research paper,2
research,2
google,4
wikipedia,4
felon,8
felon voting,9
voting right felon,2
parent,3
involved parenting,2
homework,3
parental involvement homework,3
parent,3
education,3
parental involvement homework,3
homework,3
parent,3
felon,8
felon,8
convicted felon,8
walmart,4
school meal guideline,3
bureaucracy,1
school lunch,3
healthier,2
school meal,3
school meal,3
restaurant,2
minimum wage,1
tip jar fast food restaurant,2
tip jar,2
minimum wage,1
tip,1
minimum wage,1
tip jar,2
miss america,4
beauty parent,2
pageant,2
american pageant,4
woman,2
pageant,2
beauty pageant,2
pageant sponsor,2
opioid training,8
medical training,2
cherrypicking student,3
charter school,3
poverty,9
low income neighborhood,2
parental responsibility,3
charter school,3
charter school,3
low income poverty neighborhood,1
grade college,3
educator accounting school dropout,3
dropout rate,2
full use federal aid,2
educator,3
getting full use federal aid,2
sport program undergraduate school,3
college branding,3
commodification university,3
commodification everything,2
everything turned brand,2
threat,2
illegal immigration,9
path legal status,2
racism,9
war syria,5
syria,5
syria,5
ethnic discrimination,9
syria,5
medical website,2
medical website,2
internet,2
grade college,3
free market,2
veteran affair,2
decision making,2
refugee,9
war,9
military intervention middle east,2
obama 's presidency,4
migration,9
immigration,9
war,9
obama,4
attack,2
drone program,2
drone,2
weapon development,2
harm,2
weapon development,2
weapon,2
security,2
former colonial power,2
black,2
reparation slavery,1
slavery us,2
reparation,1
slavery,9
black,2
social medium,2
ordering food,2
addiction electronic gadget,2
restaurant 's order,2
romance,2
woman gist,2
restaurant,2
charter school,3
charter school,3
cherrypicking student,3
charter school,3
private school,3
farm subsidy,1
farm subsidy,1
small farm,2
farm subsidy,1
national security,2
farm,2
small farm,2
farm subsidy,1
farm subsidy,1
farm subsidy,1
school,3
school,3
homework,3
state,2
deaf,2
multiple support method,2
deaf child,3
special school deaf,3
parent,3
education deaf,3
sign language,2
vaccination,0
anti vaccination supporter,2
vaccine,0
anti vax,4
anti vaxxers,4
parental responsibility,3
social contract,2
anti vaccination,0
vaccination,0
vaccine,0
mandatory vaccine,0
anti vaccination movement,2
mandatory child,3
vaccination,0
vaccine debate,0
bank,1
bank lending,1
account,2
bank lender,1
grade college,3
teacher firing,3
teacher,3
education,3
school,3
charter school,3
charter schooling,3
refugee,9
refugee,9
europe,5
refugee,9
syrian refugee,4
refugee,9
jerusalem,5
war,9
two state solution,2
u.s. embassy,4
world affair,2
mideast peace,4
israel,5
mideast peace,4
jordanian occupation,1
hamas fatah unity,4
west bank,2
palestinian,5
foreign language class,2
early language learning,2
bilingualism,9
language,2
learn,2
mandatory college,3
language,2
learning language early,2
early learning,2
educational level,3
israel,5
palestinian state,4
us making policy,2
outside influence,2
foreign language class,2
2nd language,2
learning language,2
language,2
mandatory college,3
learning another language,2
multilingual person,2
affirmative action,2
affirmative action,2
racial preference,2
class preference,2
everyone,2
veganism,7
ca vegan dinner,2
vegan,7
vegan dinner,2
meat eater,2
veganism,7
vegan food,2
vegan lifestyle,7
law school,3
law school,3
law school,3
bar,2
law school,3
law school,3
art music school,3
a.d.h.d diagnosis,2
child psychiatrist,3
diagnosing adhd,2
kid,3
adhd,4
adhd overdiagnosed,4
activist,2
election,9
activist,2
politician,9
activist,2
politician,9
mental pornography,8
pornography,8
mentally,2
pornography,8
public library,3
masturbation,8
u.s. embassy,4
jerusalem,5
heritage,2
relocating us embassy,2
jerusalem,5
middle east,2
sport program undergraduate school,3
