target,cluster
public beach access,2
government insurance beachfront property,2
beach ownership,2
beach house,2
vegan diet,3
eating meat,2
meat eater,2
raw starch,2
veganism,3
vegetarian mammal,3
veganism,3
fee,2
marketing tactic,2
center financial service innovation,2
bank service,2
college education quality,1
financial pressure,2
student loan debt,1
school,1
everyone,2
vegan,3
veganism,3
animal welfare,2
veganism,3
veganism,3
vegan diet,3
europe,4
isi,2
afghani insurgent,4
arming insurgent,2
war isi,2
fighting isi,2
arming syrian insurgent,4
people fighting isi,2
fighting isi,2
beachfront home,2
wealthy,2
wealthy,2
beachfront property,2
land,2
wealthy,2
felon,0
right vote,2
government problem,2
farm,2
illegal farm labor,2
illegal labor,0
visa program,0
illegal labor,0
illegal immigration,0
visa temporary farm laborer,2
grade college,1
accreditation agency,2
beachfront home,2
public service,2
public beach facility,2
public access beach,2
beach malibu,2
malibu,4
public facilitates,2
public bathroom,2
malibu,4
public access,2
candidate 's spouse,2
celebrity politics,2
medium,2
celebrity,2
school,1
school,1
longer school day,1
school free time,1
school,1
school,1
summer school,1
europe japan,4
capital gain,2
democrat,4
dividend capital gain,2
company,2
regulation,0
farm,2
unskilled immigrant,0
immigration,0
wage,2
illegal labor,0
slave labor,2
nation,2
human nature,2
human self delusion,2
instant gratification,2
health,2
self satisfaction,2
selfishness,2
immediate gratification,2
risk taking,2
self delusion,2
humankind,2
self satisfaction,2
instant gratification,2
public preschool,1
headstart,1
head start,2
head start program,2
early childhood education program,1
head start,2
childhood education,1
early childhood education,1
federal model,2
colorado,4
marijuana,0
marijuana research,0
legal marijuana,0
pot,0
marijuana,0
veganism,3
vegan diet,3
everyone,2
vegan diet,3
vegan diet,3
gluten,2
gluten problem,2
vegan,3
academic pressure child,1
academic pressure,2
way kid express,2
child,1
sport league,2
economic crisis,2
tax exemption,0
hypothecation,0
nfl,4
tax treatment nfl,2
sport preferred tax status,2
nfl,4
immigration,0
illegal immigration,0
legal immigration,0
legal,0
problem,2
unauthorized immigrant,0
unauthorized immigrant,0
minimum wage,2
obesity,0
paying healthcare overweight,2
increase rate,2
healthcare obese people,2
doctor visit,2
company,2
dna test,2
test price,2
dna test,2
dna testing,2
company researching dna,2
dna ownership,2
genealogy,2
dna testing,2
dna test price,2
bar,2
standardized test,2
bar exam,2
law school,1
bar exam,2
tiered education,1
bar exam,2
attack,2
america 's foreign policy,2
stop abusive israeli treatment neighboring palestinian,2
abusive israeli treatment neighboring palestinian,4
harm,2
american interference middle east,2
obama administration,4
foreign policy,2
foreign policy,2
american politics,4
u.s,4
united nation,2
cuba,4
sanction,2
isa,2
cuba,4
vietnam,4
jail record,2
punishing criminal,2
prison rehabilitation punishment,2
providing help convict,2
employer 's first impression,2
discrimination ex convict,2
time served,2
prison rehabilitation punishment,2
recidivism,0
felon,0
felon voting,0
vote,0
minimum wage,2
voting right,2
cat,3
feline declawing,3
declaw,3
income,2
financial aid,2
financial aid based income,2
affirmative action,2
wealth,2
income,2
none,2
wealth,2
tip,2
eliminating tipping,2
employee right,2
wage,2
workplace,2
tip,2
tip,2
waiter,2
public university,1
bernie sander,4
free public college tuition,1
bernie sander,4
intestate student,1
bernie sander,4
free college tuition,1
free intestate tuition,1
free public college tuition,1
misleading free state school tuition,1
home schoolers,1
participation requirement,2
homeschool student inclusion,1
home school athletic program,1
pas play,2
home school sport league,1
low grade,2
home school participation public school sport,1
worker,2
capitalism,0
business,2
marijuana,0
smoking marijuana,0
memory impairment,2
addiction,0
social drug,0
experience marijuana,0
pot,0
marijuana,0
dream,2
dream,2
lucid dreaming,2
lucid living,2
fee,2
bank fee,2
bank account,2
bank account,2
same sex college,1
sex school,1
sex school,1
income,2
college admission,1
affirmative action,2
college enrollment,1
socioeconomics,0
affirmative action,2
class race,2
college admission,1
intelligence republican voter,0
republican,4
hypocrite,2
attitude medicare,2
tea party,2
hypocrisy,0
colorado,4
pot,0
banning soft drink,2
cannabis,0
bloomberg,4
pot,0
cannabis law,0
soda tax,2
bloomberg,4
motherhood,0
child late age,1
delaying parenting,2
woman,2
family unit,2
delayed child,2
parenting option,2
tax break,2
homeschooling,1
home school education,1
tax break,2
home schoolers,1
tax break,2
tax break private schooling,2
public education,1
beachfront home,2
wealthy,2
beach access,2
wealth access public land,2
land,2
access beach,2
wealthy,2
public land,2
fee,2
elimination retail banking,2
bank,2
big bank,2
bank making profit,2
europe,4
terrorism immigration,0
refugee,0
immigrant terrorist,0
immigrant,0
immigration,0
illegal labor,0
illegal labor,0
farm,2
dr. robert,4
illegal labor,0
israel,4
christian,4
jew god 's promise,2
fundamental christian,2
fundamentalist christian,4
nation,2
middle east,2
palestinian recognition,4
israel recognition,4
international community,2
palestinian state,4
israel recognition,4
conflict palestine,4
international involvement conflict palestine israel,4
israeli palestinian conflict,4
dual citizenship,0
citizenship,0
foreign language,2
opioid training,0
retired rn,2
opioid use pain,2
pain control,2
grade college,1
rating system,2
rating system,2
none,2
rating system,2
fee,2
loan money,2
bank,2
loaning money,2
bank,2
nonprofit status,2
tax break,2
nonprofit league,2
sport league,2
nonprofit,2
tax break sport league,2
government funded stadium,2
grade college,1
college rating system,1
teacbhratings system,2
college rating,1
low income student,1
college rating system,1
colorado,4
american medical association,2
legalization marijuana,0
possession marijuana,0
pot,0
marijuana,0
marijuana possession,0
legalization,0
cannabis,0
activist,2
activist,2
activism,0
politician,0
activism,0
professional protestors,2
careerist,2
vaccination,0
iron lung,2
vaccine side effect,2
kristen semester,1
motherhood,0
parent young age,1
waiting child,2
child,1
kid late,1
aging child,2
marriage,0
resident,2
bottom law enforcement,2
welfare,0
arrest,0
law enforcement,0
minor violation,2
law enforcement,0
social justice,2
government,0
fly,2
tsa,4
tsa flying restriction,2
fly,2
airline industry,2
airport,2
tsa,4
nonprofit status,2
tax sport,2
tax,0
sport,2
sport league,2
tax break,2
legislator,0
tax wealthy,2
athletics,1
pot usage,2
marijuana legalization,0
legalization pot,0
marijuana use,0
pot,0
marijuana,0
pot,0
vaccination,0
newborn vaccination,0
vaccination child,0
mandatory child,1
religious exemption v scientific,2
hepatitis vaccine birth,0
vaccine,0
u.s. embassy,4
teaching judaism islam,4
israel,4
foreign policy,2
jerusalem,4
jerusalem,4
islam,4
constitution,0
u.s. embassy,4
bib,2
bibi netanyahu,4
positioning us embassy tel aviv,2
embassy tel aviv,2
jerusalem,4
bibi netanyahu,4
us embassy,2
potus,4
pot,0
driving education,1
drunk driving,2
car,2
drunk driving,2
drunk driving education,2
driving privilege,2
car,2
driving privilege,2
extreme parenting,2
education,1
liberal art degree,2
family problem,2
greater success,2
liberal art degree,2
young adult,1
humanity program,2
post ww2 higher education,2
educational system,1
educational standard,2
college,1
regulation,0
high school education,1
higher education,1
educational equality,1
marijuana,0
marijuana popularity,0
gateway drug,0
marijuana,0
home schoolers,1
home schooling,1
homeschool,1
home schooling,1
education,1
republican,4
home schooling,1
israel,4
palestinian,4
palestine,4
palestine,4
israel,4
palestinian state,4
palestinian getting easy,2
middle eastern negotiation,2
u.s. embassy,4
israel,4
arab,4
israel,4
jerusalem,4
israel,4
home schoolers,1
education,1
subsidize,2
tax break,2
education,1
public education,1
social medium,2
social medium,2
mobile device,2
handheld device,2
compulsive internet use,2
social network,2
new way communication,2
mobile device,2
reliance phone,2
communication,2
flat earth,2
flat partner,2
flat earthers,2
sharon howell,4
religion science,2
debating science,2
u.s. embassy,4
israel,4
united state,2
israel,4
us involvement israel,4
israel stay,4
us support israel,4
israel,4
legitimacy,2
company,2
car,2
regulation business practice,2
rim,2
improving game basketball,2
dunk,2
basketball,1
mandatory child,1
property tax,2
superstitious folklore,2
religion public policy,2
religious exemption,0
separate state religion,2
vaccination,0
vaccination,0
superstitious folklore,2
public health,2
u.s,4
america,4
cuba,4
sanction,2
book,2
cuba,4
medium bias,2
mass medium,2
government,0
misinformation,0
speech,2
medium,2
serious crime,2
broken window theory,2
broken window theory,2
minor violation,2
broken window theory,2
community,2
broken window theory,2
crime,0
newspaper,2
fake news,2
facebook,2
news,2
facebook,2
u.s,4
embargo,0
cuban embargo,4
cuba,4
cold war,2
sanction,2
cuba,4
embargo helping us,2
people supporting act,2
charter school,1
discipline,1
school discipline,1
teaching student respectful peer,1
personal responsibility,2
teaching student respectful,1
cherrypicking student,1
discipline,1
discipline school,1
discipline,1
respect others,2
school,1
dual citizenship,0
citizenship,0
dual citizenship,0
school librarian,1
library school,1
book library,1
tax break,2
tax break,2
police service 's,2
police service,2
tax exemption,0
tax break,2
tax,0
community,2
happy hour,2
bartender happy hour,2
happy hour,2
dream,2
dream,2
medical website,2
researching counsel doctor,2
doctor caring payment,2
tax break,2
tax break,2
public school,1
private education,1
home schoolers,1
tax break,2
tax break,2
private education,1
minor violation,2
police,0
car damage,2
serious crime,2
broken window policing,2
broken window,2
frisbee,2
ultimate frisbee,2
ultimate athlete,2
olympics,4
felon,0
punishment felon paying debt,2
criminal,0
capital gain,2
tax,0
economic unfairness,2
grade college,1
grading school,1
school data,1
school choice,1
student choice,1
education,1
christian,4
fundamentalist christian,4
religious view,2
religion,0
christian,4
harmful atmosphere gay,2
fundamentalist christian,4
none,2
christian,4
capital gain,2
bad economy,2
trickledown effect,2
economic gap,2
high school team,1
community,2
school,1
home schoolers,1
athletics,1
public school,1
tax break,2
homeschooling,1
home schoolers,1
home schooled kid,1
homeschooling view,1
immigration,0
immigration,0
immigrant,0
problem,2
immigrant,0
immigrant,0
immigrant run business,2
job,2
sanction,2
castro brother,4
embargo,0
lifting embargo,2
castro brother,4
u.s,4
embargo,0
lift embargo,2
castro brother,4
miss america,4
scholarship,1
scholarship,1
pageant,2
vaccination,0
vaccine,0
vaccination,0
mandatory child,1
vaccine,0
science education,1
vaccination,0
palestinian state,4
isreal,4
equal status,2
israel,4
nation,2
huma right,2
human right violation,2
human right,2
school,1
school,1
increased time school,1
refugee,0
refugee staying near homeland,2
refugee staying near syria,2
europe,4
syrian migration europe,4
europe,4
muslim,4
migrant,0
social development,2
preschool education,1
choice,2
social maturity,2
public preschool,1
preschool,1
public preschool,1
developmental delay,2
crime,0
african american,4
technology,2
artificial intelligence,2
extreme parenting,2
childhood,1
child development,2
affirmative action,2
admission,1
affirmative action,2
college admission,1
income,2
social class,2
college admission opportunity,1
income,2
gateway drug,0
marijuana,0
focus weed much rather harder drug solver addiction issue,2
pro marijuana,0
marijuana,0
marijuana,0
drug,0
vaccination,0
anti vaccination,0
vaccination,0
cat,3
cat,3
vaccination,0
mandatory vaccination,0
childhood vaccination,0
parent vaccinating kid,1
mandatory child,1
vaccination,0
vaccine,0
wealthy college,1
us university system,2
university system,1
university,1
university,1
success united state,2
education,1
gateway drug,0
gateway drug,0
war drug,0
marijuana acceptance,0
drug demonizing,0
marijuana,0
marijuana,0
marijuana gateway drug,0
marijuana,0
immigration,0
us citizenship,0
becoming american citizen,2
problem visa,0
us citizenship illegal immigrant,0
view us citizenship eligibility,2
immigration,0
immigration,0
foreign friend,2
citizenship,0
illegal labor,0
immigrant labor,0
worker,2
farm,2
worker,2
salary increase,2
farm lobby,2
agricultural worker,2
u.s,4
china,4
dictator,2
sanction,2
trade right,2
dictatorship,0
palestinian state,4
terrorism,0
arab muslim,4
arab muslim,4
middle east,2
arab terror,4
teacher,1
school finland,1
teacher pay,1
private school,1
u.s,4
iranian nuclear,4
iran,4
iranian nuclear program,4
u,2
iran,4
syria,4
gateway drug,0
addiction treatment,2
marijuana legalization,0
marijuana regulation,0
addiction,0
alcohol,0
marijuana,0
marijuana,0
addiction,0
home schoolers,1
tax break homeschooling parent,1
tax,0
tax break,2
tax break adult home school kid,1
tax,0
public education,1
public education,1
isi,2
isi,2
u.s,4
iraq,4
russia iran support,4
grade college,1
college,1
college administration,1
president,2
college ranking,1
administration,2
palestinian state,4
two state solution,2
israeli solution,4
book,2
situation,2
nation,2
israel,4
israel 's future outcome,2
two state solution,2
israel,4
sport program undergraduate school,1
academic,1
track field,2
id card,2
immigrant,0
deportation,0
illegal immigration,0
immigration law,0
immigrant,0
