Tweet,Target 1,Stance 1,set,Target ori
everyone should have somewhere they feel safe,spaces,AGAINST,train,We should abolish safe spaces
EVERYONE SHOULD HAVE THE ABILITY TO GO TO UNI NOT JUST RICH PEOPLE,student loans,FAVOR,train,We should subsidize student loans
everyone should have the choice when to retire.,end mandatory retirement,FAVOR,train,We should end mandatory retirement
"Everyone should have the freedom to choose what they eat and fast food is perfectly fine when eaten in moderation, it also plays an important purpose in modern society so it definitely should not be banned.",ban food,AGAINST,train,We should ban fast food
everyone should have the option of not engaging with the voting process if that is their choice.,compulsory voting,AGAINST,train,We should introduce compulsory voting
"everyone should have the right to chose the direction they want to take, if someone is in unbearable pain with no quality of life then they should have the right to seek assistance.",offence,AGAINST,train,Assisted suicide should be a criminal offence
everyone should have the right to do what they wish to their own bodies,ban surgery,AGAINST,train,We should ban cosmetic surgery
everyone should have the right to do what they wish with their own bodies.,ban surgery minors,AGAINST,train,We should ban cosmetic surgery for minors
everyone should have the right to keep and bear arms for protection,arms,AGAINST,train,We should abolish the right to keep and bear arms
"everyone should have the right to their own freedom of speech, even if it means sending that message via a flag burning.",prohibit flag burning,AGAINST,train,We should prohibit flag burning
"everyone should have their own right to choose who and how many people they want to marry, it is unconstitutional to limit this.",legalize polygamy,FAVOR,train,We should legalize polygamy
everyone should take part in voting and making choices for our country.,compulsory voting,FAVOR,train,We should introduce compulsory voting
"everyone should vote, and the only way to ensure that happens is by instituting compulsory voting.",compulsory voting,FAVOR,train,We should introduce compulsory voting
"everyone should vote, but voting turnout continues to decline. this would ensure everyone takes part in the democratic process.",compulsory voting,FAVOR,train,We should introduce compulsory voting
everyone who can legally vote in elections should be forced to do so.   that is why compulsory voting should be introduced.   nothing is more important than voting for the leaders of our country.,compulsory voting,FAVOR,train,We should introduce compulsory voting
everyone would get a say in what happens if it was compulsory to vote.,compulsory voting,FAVOR,train,We should introduce compulsory voting
"everything about guantanamo bay violates fundamental, international human rights. people are held without trial, tortured and mistreated",Guantanamo Bay detention camp,FAVOR,train,We should close Guantanamo Bay detention camp
everything should be done to encourage people to finish college. this ultimately leads to a better educated population and benefits society as a whole,student loans,FAVOR,train,We should subsidize student loans
everything should be free and able to use,property rights,FAVOR,train,We should abolish intellectual property rights
evil people may find new ways to get an inventory of organs to sell,trade,AGAINST,train,We should legalize organ trade
evil regimes thrive on power and money. sanctions are effective because they  deprive such regimes of money and hence their ability to amass power.,end use sanctions,AGAINST,train,We should end the use of economic sanctions
Excessive levels of pay for executives is deeply disproportionate when compared to the far smaller remuneration for the multitude of the workforce and compensation should be limited in line with a fairer split.,limit executive compensation,FAVOR,train,We should limit executive compensation
excessive television watching leads to a sedentary lifestyle and obesity,television,FAVOR,train,We should abandon television
